"VOTED2014","Young.Hispanic.Status","ID.Number","Voter.Status","Voted.11.2012","Voted.Gen..Elec..09.2010","Voted.Gen..Elec..07.2008","Number.General.Elections","Hispanic.Surname","Young.Voter","Eligible.2012","Eligible.2010","Eligible.2008","Young.in.2012","Young.in.2010","Young.in.2008","Voter.Category","type","ID","control","post","flyer","LOWPROP","city","zip","U_S__CONGRESS","byear"
"115775",0,"non_y_h",3175401,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3175401,0,0,1,1,"DALLAS",75228,30,1969
"115818",0,"non_y_non_h",3175693,"A",0,0,0,0,0,0,1,1,1,1,1,1,"Old Not Hispanic","Y_non_h_POST",3175693,0,1,0,1,"LANCASTER",75146,30,1984
"115838",0,"non_y_h",3175847,"A",0,0,1,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3175847,0,0,1,1,"DALLAS",75217,30,1972
"115845",0,"non_y_h",3175901,"A",0,0,1,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3175901,0,0,1,1,"GARLAND",75040,32,1963
"115855",0,"non_y_h",3175933,"A",0,0,0,0,1,0,1,1,1,1,1,1,"Old Hispanic","Y_H_POST",3175933,0,1,0,1,"DALLAS",75208,33,1984
"115860",0,"non_y_non_h",3175959,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3175959,0,1,0,1,"IRVING",75060,33,1972
"115870",0,"non_y_h",3176004,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3176004,0,0,1,1,"DALLAS",75227,30,1970
"115913",0,"non_y_non_h",3176287,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3176287,0,1,0,1,"DALLAS",75216,30,1946
"115964",0,"non_y_non_h",3176767,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3176767,0,1,0,1,"GRAND PRAIRIE",75051,33,1962
"115995",0,"non_y_h",3177021,"A",0,0,0,0,1,0,1,1,1,1,1,1,"Old Hispanic","Y_H_POST",3177021,0,1,0,1,"GARLAND",75040,32,1984
"115998",0,"non_y_h",3177067,"A",1,0,0,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3177067,0,0,1,1,"GRAND PRAIRIE",75052,30,1966
"116000",0,"non_y_h",3177071,"A",1,0,0,1,1,0,1,1,1,1,1,1,"Old Hispanic","Y_H_POST",3177071,0,1,0,1,"IRVING",75062,24,1984
"116022",0,"non_y_h",3177262,"A",0,0,0,0,1,0,1,1,1,1,1,1,"Old Hispanic","Y_H_POST",3177262,0,1,0,1,"DALLAS",75211,33,1984
"116057",0,"non_y_non_h",3177548,"A",0,0,1,1,0,0,1,1,1,1,1,1,"Old Not Hispanic","Non_y_non_h_POST",3177548,0,1,0,1,"DALLAS",75212,33,1983
"116084",0,"non_y_h",3177770,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3177770,0,0,1,1,"IRVING",75061,33,1956
"116134",0,"non_y_h",3178082,"A",0,0,0,0,1,0,1,1,1,0,1,1,"Old Hispanic","Non_y_h_FLYER",3178082,0,0,1,1,"GRAND PRAIRIE",75051,33,1980
"116144",0,"non_y_h",3178184,"A",0,0,1,1,1,0,1,1,1,1,1,1,"Old Hispanic","Non_y_h_FLYER",3178184,0,0,1,1,"MESQUITE",75150,5,1982
"116166",1,"non_y_non_h",3178331,"A",0,0,1,1,0,0,1,1,1,1,1,1,"Old Not Hispanic","Y_non_h_POST",3178331,0,1,0,1,"MESQUITE",75181,5,1984
"116170",0,"non_y_h",3178343,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3178343,0,0,1,1,"GRAND PRAIRIE",75052,30,1960
"116184",0,"non_y_h",3178438,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3178438,0,0,1,1,"DALLAS",75253,30,1969
"116266",0,"non_y_h",3179070,"A",0,0,1,1,1,0,1,1,1,1,1,1,"Old Hispanic","Non_y_h_FLYER",3179070,0,0,1,1,"DALLAS",75249,30,1983
"116272",0,"non_y_h",3179123,"A",1,0,0,1,1,0,1,1,1,1,1,1,"Old Hispanic","Y_H_POST",3179123,0,1,0,1,"DALLAS",75227,30,1984
"116278",0,"non_y_h",3179151,"A",0,0,0,0,1,0,1,1,1,1,1,1,"Old Hispanic","Y_H_POST",3179151,0,1,0,1,"ROWLETT",75088,32,1984
"116284",0,"non_y_h",3179194,"A",0,0,0,0,1,0,1,1,1,0,1,1,"Old Hispanic","Non_y_h_FLYER",3179194,0,0,1,1,"DALLAS",75223,30,1981
"116316",0,"non_y_h",3179469,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3179469,0,0,1,1,"IRVING",75060,33,1956
"116364",0,"non_y_non_h",3179873,"A",1,0,0,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3179873,0,1,0,1,"GRAND PRAIRIE",75052,30,1976
"116365",0,"non_y_h",3179878,"A",0,0,1,1,1,0,1,1,1,1,1,1,"Old Hispanic","Non_y_h_FLYER",3179878,0,0,1,1,"RICHARDSON",75080,32,1983
"116374",0,"non_y_h",3180013,"A",1,0,0,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3180013,0,0,1,1,"DALLAS",75217,30,1951
"116405",1,"non_y_non_h",3180226,"A",0,0,1,1,0,0,1,1,1,1,1,1,"Old Not Hispanic","Y_non_h_POST",3180226,0,1,0,1,"MESQUITE",75149,5,1984
"116427",0,"non_y_h",3180358,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3180358,0,0,1,1,"IRVING",75060,33,1975
"116439",0,"non_y_non_h",3180477,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3180477,0,1,0,1,"DESOTO",75115,30,1952
"116447",0,"non_y_h",3180559,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3180559,0,0,1,1,"DALLAS",75211,33,1967
"116451",1,"non_y_non_h",3180591,"A",1,0,0,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3180591,0,1,0,1,"DALLAS",75210,30,1948
"116455",0,"non_y_h",3180628,"A",0,0,0,0,1,0,1,1,1,1,1,1,"Old Hispanic","Non_y_h_FLYER",3180628,0,0,1,1,"DALLAS",75220,24,1983
"116464",0,"non_y_h",3180665,"A",0,0,0,0,1,0,1,1,1,1,1,1,"Old Hispanic","Y_H_POST",3180665,0,1,0,1,"DALLAS",75211,33,1984
"116487",0,"non_y_h",3180866,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3180866,0,0,1,1,"DALLAS",75217,30,1953
"116492",0,"non_y_h",3180895,"A",0,0,1,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3180895,0,0,1,1,"DALLAS",75217,30,1967
"116566",0,"non_y_non_h",3181491,"A",0,0,1,1,0,0,1,1,1,1,1,1,"Old Not Hispanic","Y_non_h_POST",3181491,0,1,0,1,"DALLAS",75217,30,1984
"116579",0,"non_y_h",3181592,"A",0,0,0,0,1,0,1,1,1,1,1,1,"Old Hispanic","Y_H_POST",3181592,0,1,0,1,"IRVING",75061,33,1984
"116598",0,"non_y_h",3181727,"A",0,0,0,0,1,0,1,1,1,0,1,1,"Old Hispanic","Non_y_h_FLYER",3181727,0,0,1,1,"IRVING",75061,33,1980
"116615",0,"non_y_h",3181854,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3181854,0,0,1,1,"SEAGOVILLE",75159,5,1975
"116620",0,"non_y_non_h",3181884,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3181884,0,1,0,1,"SACHSE",75048,32,1967
"116625",0,"non_y_h",3181951,"A",1,0,0,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3181951,0,0,1,1,"DALLAS",75231,5,1957
"116644",0,"non_y_h",3182102,"A",1,0,0,1,1,0,1,1,1,1,1,1,"Old Hispanic","Y_H_POST",3182102,0,1,0,1,"DALLAS",75227,30,1984
"116665",0,"non_y_h",3182257,"A",1,0,0,1,1,0,1,1,1,1,1,1,"Old Hispanic","Y_H_POST",3182257,0,1,0,1,"DALLAS",75211,33,1984
"116678",0,"non_y_h",3182337,"A",0,0,0,0,1,0,1,1,1,1,1,1,"Old Hispanic","Y_H_POST",3182337,0,1,0,1,"GRAND PRAIRIE",75050,33,1984
"116691",0,"non_y_non_h",3182410,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3182410,0,1,0,1,"DALLAS",75229,24,1963
"116713",0,"non_y_non_h",3182582,"A",1,0,0,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3182582,0,1,0,1,"IRVING",75062,24,1928
"116728",0,"non_y_non_h",3182694,"A",0,0,0,0,0,0,1,1,1,1,1,1,"Old Not Hispanic","Non_y_non_h_POST",3182694,0,1,0,1,"DALLAS",75205,32,1982
"116770",0,"non_y_h",3182997,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3182997,0,0,1,1,"DALLAS",75233,30,1970
"116808",0,"non_y_h",3183307,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3183307,0,0,1,1,"DALLAS",75227,30,1955
"116892",0,"non_y_h",3183862,"A",0,0,1,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3183862,0,0,1,1,"GRAND PRAIRIE",75052,30,1975
"116935",0,"non_y_h",3184154,"A",1,0,0,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3184154,0,0,1,1,"ROWLETT",75089,32,1972
"116961",0,"non_y_h",3184444,"A",0,0,1,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3184444,0,0,1,1,"DALLAS",75243,32,1960
"116964",0,"non_y_non_h",3184485,"A",0,0,1,1,0,0,1,1,1,0,0,1,"Old Not Hispanic","Non_y_non_h_POST",3184485,0,1,0,1,"DALLAS",75216,30,1979
"116973",0,"non_y_h",3184570,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3184570,0,0,1,1,"DALLAS",75231,5,1970
"116990",0,"non_y_non_h",3184746,"A",0,0,0,0,0,0,1,1,1,1,1,1,"Old Not Hispanic","Y_non_h_POST",3184746,0,1,0,1,"CARROLLTON",75006,24,1984
"117007",0,"non_y_h",3184867,"A",1,0,0,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3184867,0,0,1,1,"DALLAS",75241,30,1959
"117015",0,"non_y_non_h",3184934,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3184934,0,1,0,1,"IRVING",75061,33,1972
"117116",0,"non_y_h",3185840,"A",0,0,0,0,1,0,1,1,1,0,0,1,"Old Hispanic","Non_y_h_FLYER",3185840,0,0,1,1,"DALLAS",75246,32,1978
"117175",0,"non_y_non_h",3186294,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3186294,0,1,0,1,"DALLAS",75243,32,1933
"117182",0,"non_y_h",3186367,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3186367,0,0,1,1,"GRAND PRAIRIE",75052,30,1955
"117192",0,"non_y_h",3186458,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3186458,0,0,1,1,"GARLAND",75044,32,1960
"117244",0,"non_y_non_h",3186795,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3186795,0,1,0,1,"IRVING",75061,33,1925
"117338",0,"non_y_h",3187425,"A",0,0,0,0,1,0,1,1,1,1,1,1,"Old Hispanic","Non_y_h_FLYER",3187425,0,0,1,1,"GRAND PRAIRIE",75051,33,1983
"117341",0,"non_y_non_h",3187439,"A",1,0,0,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3187439,0,1,0,1,"GARLAND",75043,32,1962
"117364",0,"non_y_h",3187616,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3187616,0,0,1,1,"DALLAS",75220,24,1974
"117379",0,"non_y_non_h",3187691,"A",0,0,1,1,0,0,1,1,1,0,1,1,"Old Not Hispanic","Non_y_non_h_POST",3187691,0,1,0,1,"DALLAS",75224,33,1980
"117383",0,"non_y_h",3187718,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3187718,0,0,1,1,"DALLAS",75240,24,1971
"117397",0,"non_y_h",3187780,"A",0,0,0,0,1,0,1,1,1,1,1,1,"Old Hispanic","Y_H_POST",3187780,0,1,0,1,"DALLAS",75224,33,1984
"117438",0,"non_y_h",3188056,"A",1,0,0,1,1,0,1,1,1,0,0,1,"Old Hispanic","Non_y_h_FLYER",3188056,0,0,1,1,"MESQUITE",75149,5,1979
"117451",0,"non_y_non_h",3188182,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3188182,0,1,0,1,"DALLAS",75203,30,1950
"117476",0,"non_y_h",3188341,"A",1,0,0,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3188341,0,0,1,1,"DALLAS",75208,33,1936
"117485",0,"non_y_h",3188417,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3188417,0,0,1,1,"IRVING",75060,33,1957
"117489",0,"non_y_non_h",3188437,"A",1,0,0,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3188437,0,1,0,1,"DALLAS",75241,30,1959
"117510",0,"non_y_non_h",3188615,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3188615,0,1,0,1,"IRVING",75061,33,1972
"117516",0,"non_y_h",3188640,"A",0,0,0,0,1,0,1,1,1,1,1,1,"Old Hispanic","Non_y_h_FLYER",3188640,0,0,1,1,"IRVING",75061,33,1982
"117519",0,"non_y_non_h",3188670,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3188670,0,1,0,1,"DALLAS",75216,30,1952
"117551",0,"non_y_non_h",3188850,"A",0,0,0,0,0,0,1,1,1,1,1,1,"Old Not Hispanic","Y_non_h_POST",3188850,0,1,0,1,"DALLAS",75232,30,1984
"117554",0,"non_y_h",3188880,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3188880,0,0,1,1,"GRAND PRAIRIE",75052,30,1945
"117568",0,"non_y_non_h",3188964,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3188964,0,1,0,1,"DALLAS",75227,30,1938
"117611",0,"non_y_non_h",3189223,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3189223,0,1,0,1,"DALLAS",75212,33,1953
"117625",0,"non_y_non_h",3189316,"A",0,0,0,0,0,0,1,1,1,1,1,1,"Old Not Hispanic","Y_non_h_POST",3189316,0,1,0,1,"DALLAS",75232,30,1984
"117636",0,"non_y_non_h",3189446,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3189446,0,1,0,1,"GARLAND",75041,5,1956
"117669",0,"non_y_h",3189700,"A",0,0,0,0,1,0,1,1,1,1,1,1,"Old Hispanic","Non_y_h_FLYER",3189700,0,0,1,1,"DALLAS",75211,33,1983
"117677",0,"non_y_non_h",3189763,"A",0,0,1,1,0,0,1,1,1,1,1,1,"Old Not Hispanic","Y_non_h_POST",3189763,0,1,0,1,"DALLAS",75241,30,1984
"117714",0,"non_y_h",3190059,"A",0,0,1,1,1,0,1,1,1,1,1,1,"Old Hispanic","Y_H_POST",3190059,0,1,0,1,"DALLAS",75223,30,1984
"117729",0,"non_y_h",3190129,"A",0,0,0,0,1,0,1,1,1,1,1,1,"Old Hispanic","Non_y_h_FLYER",3190129,0,0,1,1,"DALLAS",75214,30,1982
"117737",0,"non_y_h",3190167,"A",0,0,1,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3190167,0,0,1,1,"DALLAS",75204,30,1976
"117759",0,"non_y_non_h",3190273,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3190273,0,1,0,1,"DALLAS",75209,32,1977
"117761",0,"non_y_h",3190330,"A",0,0,0,0,1,0,1,1,1,0,1,1,"Old Hispanic","Non_y_h_FLYER",3190330,0,0,1,1,"CEDAR HILL",75104,30,1980
"117768",0,"non_y_h",3190366,"A",1,0,0,1,1,0,1,1,1,1,1,1,"Old Hispanic","Y_H_POST",3190366,0,1,0,1,"DALLAS",75212,33,1984
"117783",0,"non_y_non_h",3190478,"A",0,0,0,0,0,0,1,1,1,1,1,1,"Old Not Hispanic","Y_non_h_POST",3190478,0,1,0,1,"GARLAND",75040,32,1984
"117805",0,"non_y_non_h",3190653,"A",1,0,0,1,0,0,1,1,1,1,1,1,"Old Not Hispanic","Non_y_non_h_POST",3190653,0,1,0,1,"DUNCANVILLE",75137,30,1982
"117823",0,"non_y_non_h",3190789,"A",0,0,0,0,0,0,1,1,1,1,1,1,"Old Not Hispanic","Non_y_non_h_POST",3190789,0,1,0,1,"DALLAS",75224,30,1983
"117843",0,"non_y_h",3190932,"A",0,0,0,0,1,0,1,1,1,1,1,1,"Old Hispanic","Non_y_h_FLYER",3190932,0,0,1,1,"CARROLLTON",75006,24,1983
"117860",0,"non_y_h",3191059,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3191059,0,0,1,1,"IRVING",75060,33,1955
"117865",0,"non_y_h",3191081,"A",0,0,0,0,1,0,1,1,1,1,1,1,"Old Hispanic","Y_H_POST",3191081,0,1,0,1,"GRAND PRAIRIE",75051,33,1984
"117881",0,"non_y_non_h",3191166,"A",0,0,0,0,0,0,1,1,1,1,1,1,"Old Not Hispanic","Non_y_non_h_POST",3191166,0,1,0,1,"GRAND PRAIRIE",75052,30,1983
"117887",0,"non_y_h",3191207,"A",0,0,0,0,1,0,1,1,1,1,1,1,"Old Hispanic","Y_H_POST",3191207,0,1,0,1,"GRAND PRAIRIE",75051,33,1984
"117896",0,"non_y_h",3191253,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3191253,0,0,1,1,"GRAND PRAIRIE",75051,33,1974
"117913",0,"non_y_h",3191351,"A",0,0,0,0,1,0,1,1,1,1,1,1,"Old Hispanic","Non_y_h_FLYER",3191351,0,0,1,1,"DALLAS",75236,30,1983
"117946",0,"non_y_h",3191661,"A",0,0,0,0,1,0,1,1,1,1,1,1,"Old Hispanic","Non_y_h_FLYER",3191661,0,0,1,1,"IRVING",75060,33,1983
"117950",0,"non_y_h",3191678,"A",0,0,0,0,1,0,1,1,1,1,1,1,"Old Hispanic","Y_H_POST",3191678,0,1,0,1,"CEDAR HILL",75104,30,1984
"117952",0,"non_y_h",3191686,"A",0,0,0,0,1,0,1,1,1,1,1,1,"Old Hispanic","Y_H_POST",3191686,0,1,0,1,"DALLAS",75211,33,1984
"117954",0,"non_y_non_h",3191692,"A",0,0,1,1,0,0,1,1,1,1,1,1,"Old Not Hispanic","Y_non_h_POST",3191692,0,1,0,1,"CARROLLTON",75006,24,1984
"117960",0,"non_y_h",3191735,"A",1,0,0,1,1,0,1,1,1,1,1,1,"Old Hispanic","Y_H_POST",3191735,0,1,0,1,"DALLAS",75229,24,1984
"117984",0,"non_y_non_h",3191939,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3191939,0,1,0,1,"DALLAS",75206,32,1963
"118012",0,"non_y_non_h",3192184,"A",1,0,0,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3192184,0,1,0,1,"DALLAS",75243,32,1958
"118020",0,"non_y_h",3192246,"A",0,0,1,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3192246,0,0,1,1,"GARLAND",75042,32,1957
"118022",0,"non_y_non_h",3192261,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3192261,0,1,0,1,"BALCH SPRINGS",75180,5,1974
"118064",0,"non_y_h",3192497,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3192497,0,0,1,1,"GARLAND",75042,32,1941
"118076",0,"non_y_h",3192574,"A",0,0,0,0,1,0,1,1,1,1,1,1,"Old Hispanic","Y_H_POST",3192574,0,1,0,1,"DALLAS",75220,33,1984
"118086",0,"non_y_non_h",3192646,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3192646,0,1,0,1,"MESQUITE",75150,5,1962
"118090",0,"non_y_h",3192658,"A",0,0,1,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3192658,0,0,1,1,"DALLAS",75253,5,1955
"118131",0,"non_y_h",3192938,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3192938,0,0,1,1,"DALLAS",75228,5,1957
"118135",0,"non_y_non_h",3192971,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3192971,0,1,0,1,"GRAND PRAIRIE",75050,33,1973
"118176",0,"non_y_non_h",3193253,"A",0,0,0,0,0,0,1,1,1,1,1,1,"Old Not Hispanic","Y_non_h_POST",3193253,0,1,0,1,"DALLAS",75210,30,1984
"118222",0,"non_y_non_h",3193604,"A",0,0,1,1,0,0,1,1,1,1,1,1,"Old Not Hispanic","Y_non_h_POST",3193604,0,1,0,1,"IRVING",75062,24,1984
"118226",0,"non_y_h",3193632,"A",0,0,0,0,1,0,1,1,1,0,1,1,"Old Hispanic","Non_y_h_FLYER",3193632,0,0,1,1,"GRAND PRAIRIE",75050,33,1980
"118235",0,"non_y_h",3193678,"A",0,0,0,0,1,0,1,1,1,1,1,1,"Old Hispanic","Y_H_POST",3193678,0,1,0,1,"MESQUITE",75149,5,1984
"118247",0,"non_y_non_h",3193769,"A",0,0,0,0,0,0,1,1,1,0,0,1,"Old Not Hispanic","Non_y_non_h_POST",3193769,0,1,0,1,"DALLAS",75230,32,1979
"118269",0,"non_y_h",3193891,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3193891,0,0,1,1,"GRAND PRAIRIE",75051,33,1967
"118304",0,"non_y_h",3194271,"A",0,0,0,0,1,0,1,1,1,1,1,1,"Old Hispanic","Y_H_POST",3194271,0,1,0,1,"GRAND PRAIRIE",75051,33,1984
"118309",1,"non_y_h",3194324,"A",0,0,1,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3194324,0,0,1,1,"MESQUITE",75149,5,1965
"118382",0,"non_y_non_h",3194871,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3194871,0,1,0,1,"GARLAND",75040,32,1974
"118388",1,"non_y_h",3194908,"A",1,0,0,1,1,0,1,1,1,1,1,1,"Old Hispanic","Y_H_POST",3194908,0,1,0,1,"DALLAS",75217,30,1984
"118395",0,"non_y_h",3194960,"A",1,0,0,1,1,0,1,1,1,1,1,1,"Old Hispanic","Non_y_h_FLYER",3194960,0,0,1,1,"DALLAS",75211,33,1983
"118401",0,"non_y_h",3194969,"A",0,0,1,1,1,0,1,1,1,1,1,1,"Old Hispanic","Y_H_POST",3194969,0,1,0,1,"RICHARDSON",75081,32,1984
"118409",0,"non_y_non_h",3195003,"A",0,0,0,0,0,0,1,1,1,1,1,1,"Old Not Hispanic","Y_non_h_POST",3195003,0,1,0,1,"DALLAS",75238,5,1984
"118428",0,"non_y_h",3195129,"A",0,0,0,0,1,0,1,1,1,1,1,1,"Old Hispanic","Y_H_POST",3195129,0,1,0,1,"DALLAS",75227,30,1984
"118541",0,"non_y_h",3195882,"A",0,0,1,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3195882,0,0,1,1,"DALLAS",75208,33,1959
"118575",0,"non_y_non_h",3196064,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3196064,0,1,0,1,"DALLAS",75216,30,1977
"118607",1,"non_y_non_h",3196295,"A",1,0,0,1,0,0,1,1,1,1,1,1,"Old Not Hispanic","Y_non_h_POST",3196295,0,1,0,1,"DALLAS",75230,32,1984
"118657",0,"non_y_non_h",3196589,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3196589,0,1,0,1,"GARLAND",75040,32,1965
"118688",0,"non_y_non_h",3196784,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3196784,0,1,0,1,"LANCASTER",75134,30,1966
"118709",0,"non_y_non_h",3196933,"A",0,0,1,1,0,0,1,1,1,1,1,1,"Old Not Hispanic","Y_non_h_POST",3196933,0,1,0,1,"GARLAND",75042,32,1984
"118740",0,"non_y_non_h",3197308,"A",0,0,1,1,0,0,1,1,1,1,1,1,"Old Not Hispanic","Y_non_h_POST",3197308,0,1,0,1,"ROWLETT",75088,32,1984
"118771",0,"non_y_h",3197564,"A",0,0,0,0,1,0,1,1,1,0,1,1,"Old Hispanic","Non_y_h_FLYER",3197564,0,0,1,1,"DALLAS",75227,30,1981
"118785",0,"non_y_non_h",3197631,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3197631,0,1,0,1,"DALLAS",75216,30,1946
"118815",0,"non_y_h",3197922,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3197922,0,0,1,1,"DALLAS",75224,33,1966
"118830",0,"non_y_non_h",3198014,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3198014,0,1,0,1,"GARLAND",75044,32,1950
"118861",0,"non_y_h",3198220,"A",0,0,0,0,1,0,1,1,1,0,1,1,"Old Hispanic","Non_y_h_FLYER",3198220,0,0,1,1,"DALLAS",75206,32,1980
"118895",0,"non_y_non_h",3198498,"A",0,0,0,0,0,0,1,1,1,1,1,1,"Old Not Hispanic","Non_y_non_h_POST",3198498,0,1,0,1,"DALLAS",75215,30,1983
"118901",0,"non_y_non_h",3198523,"A",0,0,0,0,0,0,1,1,1,1,1,1,"Old Not Hispanic","Non_y_non_h_POST",3198523,0,1,0,1,"DALLAS",75241,30,1983
"118929",0,"non_y_non_h",3198660,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",3198660,0,1,0,1,"GARLAND",75044,32,1958
"118948",0,"non_y_h",3198831,"A",0,0,1,1,1,0,1,1,1,0,1,1,"Old Hispanic","Non_y_h_FLYER",3198831,0,0,1,1,"DALLAS",75235,33,1980
